code,dept,number,name,credits,semester,prereqs,description
PH4090,PH,4090,Senior Thesis,1.0,Spring,,Students prepare an in-depth written thesis on an approved  topic in physics. Normally taken the last semester before  graduation in conjunction with PH4081.
PH4210,PH,4210,Electricity and Magnetism I,3.0,Fall,(PH2200 or PH2260) and PH3110 and (MA3520 or MA3521 or MA3530 or MA3560),"Intermediate study of the basic theory of electricity and  magnetism, including a detailed study of electrostatic  field theory and an introduction to magnetostatics."
PH4211,PH,4211,Electricity and Magnetism II,3.0,Spring,PH4210,"A continuation of PH4210. Intermediate study of  magnetostatics, electrodynamics, and electromagnetic waves."
PH4292,PH,4292,Light and Photonic Materials,3.0,Fall,PH2200(C),"Material properties controlling light wave propagation in optical crystals and optical waveguides. Photonic crystals and photonic devices based on electrical, magnetic, and strain effects."
PH4390,PH,4390,Computational Methods in Physics,3.0,Fall,(PH2021 or PH2020) and PH3410,"An overview of numerical and computer methods to analyze and visualize physics problems in mechanics, electromagnetism, and quantum mechanics. Utility and potential pitfalls of these methods, basic concepts of programming, UNIX computing environment, system libraries and computer graphics are included."
PH4395,PH,4395,Computer Simulation in Physics,3.0,"Spring, in odd years",PH3300 and PH4390 and (PH2400 or PH3410),"Role of computer simulation in physics with emphasis on methodologies, data and error analysis, approximations, and potential pitfalls. Methodologies may include Monte Carlo simulation, molecular dynamics, and first-principles calculations for materials, astrophysics simulation, and biophysics simulations."
PH4510,PH,4510,Introduction to Solid State Physics,3.0,"Fall, in even years",(PH2300 or PH1360) and PH2400 and (CH1150 and CH1151) and (MA3520 or MA3521 or MA3530 or MA3560),"Crystal structures, X-ray diffraction, phonons, free  electron theory of metals, rudiments of band theory, an  overview of semiconductors, and other topics in solid-state  physics."
PH4610,PH,4610,Stellar Astrophysics,3.0,"Spring, in even years",PH1600 and PH2400 and (MA3520 or MA3521 or MA3530 or MA3560),"Topics include an overview of observational astrophysics,  stellar atmospheres, stellar structure, atomic properties  of matter, radiation and energy transport in stellar  interiors, and stellar evolution to and from the main  sequence.  Course offered every third year beginning 2008-09."
PH4620,PH,4620,Galactic Astrophysics,3.0,"Spring, in odd years",PH1600 and PH2400 and (MA3520 or MA3521 or MA3530 or MA3560),"Topics include the composition and dynamics of our galaxy,  dynamics of stellar encounters, spiral density wave theory,  clusters of galaxies, theoretical cosmology, physics of the  early universe, and observational cosmology. Course offered every third year beginning 2009-10."
PH4630,PH,4630,Particle Astrophysics,3.0,"Spring, in odd years",PH2400 and (MA3520 or MA3521 or MA3530 or MA3560),"Introduction to the twin fields of elementary particle physics and high energy astrophysics.  Topics include an overview of particles and interactions, the expanding universe, conservation laws, dark matter and dark energy, large scale structure, and cosmic particles. Course offered every third year beginning 2007-08."
PH4710,PH,4710,Methods of Teaching Physics,3.0,"Spring, in even years",PH1210 or PH2200 or PH2260,"Hands-on exploration of physics education methods in classroom, laboratory, and tutoring environments. Students study highlights of physics education research and explore use of several tools and pedagogical techniques, including web-based homework systems, simulations, classroom feedback systems, and equipment for laboratories and lecture demonstrations."
PH4999,PH,4999,Special Topics in Physics,var,"Fall, Spring, Summer",,Selected additional topics in physics for advanced students  based on interests of faculty and students. Interested  students should contact the physics department.
PSY1100,PSY,1100,Life Skills for Building Emotional Resilience,1.0,On Demand,,"Learn to utilize skills, including mindfulness, emotion regulation, interpersonal effectiveness and distress tolerance, in a manner that provides a healthy foundation for successful navigation of life's challenges. Gain and apply physical and cognitive skills for reducing anxiety, improving relationships, and building resilience."
PSY1101,PSY,1101,Performance Through Biofeedback/MSPE,1.0,On Demand,,"Biofeedback and Mindful Sport Performance Enhancement (MSPE) have been shown to improve performance and one's ability to adapt effectively to stress and environmental demands. Students in the course will acquire skills helpful in reducing performance anxiety, self-criticism, and/or comparisons to others."
PSY1102,PSY,1102,Practical Approaches for Emotional Regulation,1.0,On Demand,,"This course will examine the relationship between emotions, cognition, and behaviors. The ability to recognize one's emotions as they are occurring is foundational in strengthening one's emotional intelligence. This course provides tools utilized to expand one's ability to tolerate negative emotions."
PSY1103,PSY,1103,Mindfulness Based Stress Reduction (MBSR),1.0,On Demand,,"This course utilizes evidence-based mindfulness techniques to assist in coping and responding to stress, decreasing anxiety, and improving focus and resilience. The course will cover foundational principles, practices, and impacts of MBSR to allow application in daily life."
PSY1104,PSY,1104,Motivation through Self-Compassion,1.0,On Demand,,"Practicing self-compassion allows us to continue to be motivated to reach our goals while being there for ourselves even when we feel like things aren't going our way. Through this course, individuals will learn how to be more self- compassionate through activities, self-reflection, and meditation."
PSY1105,PSY,1105,Foundations of Well-Being,1.0,On Demand,,"This course focuses on aspects of well-being related to positive mental health and life satisfaction. The course will explore topics including physical health, negative and positive life events, social relationships, income, goal setting, and how they relate to well-being."
PSY1999,PSY,1999,Intro to the Psychology Major,1.0,Fall,PSY2000(C),Psychology majors examine the field of psychology and major degree requirements resulting in an undergraduate plan of study focused on graduate school admission or career preparation. Students will be introduced to department research and other opportunities.
PSY2000,PSY,2000,Introduction to Psychology,3.0,"Fall, Spring, Summer",,"Introduction to the scientific study of psychological  structures and processes involved in individual and group  behavior. Explores theoretical accounts of the foundations  of human behavior and examines empirical support. Topics may include personality, disorders, therapy, development and social psychology, perception, learning, cognition, emotion, and states of consciousness."
PSY2010,PSY,2010,Wellness and Resilience for College and Beyond,3.0,On Demand,,"Resilience is not only adapting in the face of adversity (surviving), but also learning skills that enable a happy, successful life (i.e. thriving). Research shows that the use of resilience strategies and emotion regulation skills is associated with effectiveness in job roles, strong relationships, physical/mental health, and overall life satisfaction."
PSY2080,PSY,2080,Special Topics in Psychology,var,On Demand,PSY2000,An in-depth analysis of current issues in Psychology. Course content varies with each offering.
PSY2081,PSY,2081,Psychology of Video Games,3.0,On Demand,HF2000 or PSY2000,"Video games are a great example of psychology and human factors in action. Video games effectively apply psychological theories from cognition to motivation theory, from personality to team play. Through the lens of these disciplines, we will examine play and UX in games."
PSY2082,PSY,2082,Psychology of Friendship,3.0,On Demand,PSY2000(C) or HF2000(C),Explores concepts of friends and friendship from psychological and social perspectives. Students gain perspective on how friendships form and function as a result of who they are as individuals and will recognize the impact of healthy and unhealthy friendships.
PSY2083,PSY,2083,Psychology of Happiness,3.0,On Demand,PSY2000 or HF2000,"Examines theory, research, and evidence-based practices in the psychology of happiness and well-being. Students will gain a broader and more nuanced understanding of what happiness is, how to study it, and the range of issues it interacts with including of wealth, relationships, technology, health, global happiness, spirituality, and mental health."
